name
background
left root
    left Basic cell groups and regions
        left Cerebrum
            left Cerebral cortex
                left Cortical plate
                    left Isocortex
        left lateral forebrain bundle system
            left corpus callosum
"                left corpus callosum, anterior forceps"
                    left external capsule
"                left corpus callosum, extreme capsule"
                left genu of corpus callosum
"                left corpus callosum, posterior forceps"
"                left corpus callosum, body"
"                left corpus callosum, splenium"
            left corticospinal tract
                left internal capsule
                left cerebal peduncle
                left pyramid
                left pyramidal decussation
            left thalamus related
                left external medullary lamina of the thalamus
                left optic radiation
                left auditory radiation
        left extrapyramidal fiber systems
            left cerebral nuclei related
                left nigrostriatal tract
            left tectospinal pathway
                left doral tegmental decussation
                left crossed tectospinal pathway
            left rubrospinal tract
                left ventral tegmental decussation
        left medial forebrain bundle system
            left cerebrum related
                left amygdalar capsule
"                left anterior commissure, temporal limb"
                left cingulum bundle
                left fornix system
                    left alveus
                    left dorsal fornix
                    left fimbria
                    left postcommissural fornix
                        left medial corticohypothalamic tract
                        left columns of the fornix
                    left hippocampal commissures
                        left dorsal hippocampal commissure
                        left ventral hippocampal commissure
                left stria terminalis
                    left commissural branch of stria terminalis
            left hypothalamus related
                left medial forebrain bundle
                left supraoptic commissures
                left mammillary related
                    left principal mammillary tract
                    left mammillothalamic tract
                    left mammillotegmental tract
                    left mammillary peduncle
                left epithalamus related
                    left stria medullaris
                    left fasciculus retroflexus
                    left habenular commissure
    left ventricular systems
        left lateral ventricle
            left subependymal zone
            left choroid plexus
        left third ventricle
        left cerebral aqueduct
        left fourth ventricle
            left lateral recess
"        left central canal, spinal cord/medulla"
                            left dorsal hippocampus
                            left ventral hippocampus
right root
    right Basic cell groups and regions
        right Cerebrum
            right Cerebral cortex
                right Cortical plate
                    right Isocortex
"                        right Frontal pole, cerebral cortex"
"                            right Frontal pole, layer 1"
"                            right Frontal pole, layer 2/3"
"                            right Frontal pole, layer 5"
"                            right Frontal pole, layer 6a"
"                            right Frontal pole, layer 6b"
                        right Somatomotor areas
                            right Primary motor area
"                                right Primary motor area, Layer 1"
"                                right Primary motor area, Layer 2/3"
"                                right Primary motor area, Layer 5"
"                                right Primary motor area, Layer 6a"
"                                right Primary motor area, Layer 6b"
                            right Secondary motor area
"                                right Secondary motor area, layer 1"
"                                right Secondary motor area, layer 2/3"
"                                right Secondary motor area, layer 5"
"                                right Secondary motor area, layer 6a"
"                                right Secondary motor area, layer 6b"
                        right Somatosensory areas
                            right Primary somatosensory area
"                                right Primary somatosensory area, nose"
"                                    right Primary somatosensory area, nose, layer 1"
"                                    right Primary somatosensory area, nose, layer 2/3"
"                                    right Primary somatosensory area, nose, layer 4"
"                                    right Primary somatosensory area, nose, layer 5"
"                                    right Primary somatosensory area, nose, layer 6a"
"                                    right Primary somatosensory area, nose, layer 6b"
"                                right Primary somatosensory area, barrel field"
"                                    right Primary somatosensory area, barrel field, layer 1"
"                                    right Primary somatosensory area, barrel field, layer 2/3"
"                                    right Primary somatosensory area, barrel field, layer 4"
"                                    right Primary somatosensory area, barrel field, layer 5"
"                                    right Primary somatosensory area, barrel field, layer 6a"
"                                    right Primary somatosensory area, barrel field, layer 6b"
"                                right Primary somatosensory area, lower limb"
"                                    right Primary somatosensory area, lower limb, layer 1"
"                                    right Primary somatosensory area, lower limb, layer 2/3"
"                                    right Primary somatosensory area, lower limb, layer 4"
"                                    right Primary somatosensory area, lower limb, layer 5"
"                                    right Primary somatosensory area, lower limb, layer 6a"
"                                    right Primary somatosensory area, lower limb, layer 6b"
"                                right Primary somatosensory area, mouth"
"                                    right Primary somatosensory area, mouth, layer 1"
"                                    right Primary somatosensory area, mouth, layer 2/3"
"                                    right Primary somatosensory area, mouth, layer 4"
"                                    right Primary somatosensory area, mouth, layer 5"
"                                    right Primary somatosensory area, mouth, layer 6a"
"                                    right Primary somatosensory area, mouth, layer 6b"
"                                right Primary somatosensory area, upper limb"
"                                    right Primary somatosensory area, upper limb, layer 1"
"                                    right Primary somatosensory area, upper limb, layer 2/3"
"                                    right Primary somatosensory area, upper limb, layer 4"
"                                    right Primary somatosensory area, upper limb, layer 5"
"                                    right Primary somatosensory area, upper limb, layer 6a"
"                                    right Primary somatosensory area, upper limb, layer 6b"
"                                right Primary somatosensory area, trunk"
"                                    right Primary somatosensory area, trunk, layer 1"
"                                    right Primary somatosensory area, trunk, layer 2/3"
"                                    right Primary somatosensory area, trunk, layer 4"
"                                    right Primary somatosensory area, trunk, layer 5"
"                                    right Primary somatosensory area, trunk, layer 6a"
"                                    right Primary somatosensory area, trunk, layer 6b"
"                                right Primary somatosensory area, unassigned"
"                                    right Primary somatosensory area, unassigned, layer 1"
"                                    right Primary somatosensory area, unassigned, layer 2/3"
"                                    right Primary somatosensory area, unassigned, layer 4"
"                                    right Primary somatosensory area, unassigned, layer 5"
"                                    right Primary somatosensory area, unassigned, layer 6a"
"                                    right Primary somatosensory area, unassigned, layer 6b"
                            right Supplemental somatosensory area
"                                right Supplemental somatosensory area, layer 1"
"                                right Supplemental somatosensory area, layer 2/3"
"                                right Supplemental somatosensory area, layer 4"
"                                right Supplemental somatosensory area, layer 5"
"                                right Supplemental somatosensory area, layer 6a"
"                                right Supplemental somatosensory area, layer 6b"
                        right Gustatory areas
"                            right Gustatory areas, layer 1"
"                            right Gustatory areas, layer 2/3"
"                            right Gustatory areas, layer 4"
"                            right Gustatory areas, layer 5"
"                            right Gustatory areas, layer 6a"
"                            right Gustatory areas, layer 6b"
                        right Visceral area
"                            right Visceral area, layer 1"
"                            right Visceral area, layer 2/3"
"                            right Visceral area, layer 4"
"                            right Visceral area, layer 5"
"                            right Visceral area, layer 6a"
"                            right Visceral area, layer 6b"
                        right Auditory areas
                            right Dorsal auditory area
"                                right Dorsal auditory area, layer 1"
"                                right Dorsal auditory area, layer 2/3"
"                                right Dorsal auditory area, layer 4"
"                                right Dorsal auditory area, layer 5"
"                                right Dorsal auditory area, layer 6a"
"                                right Dorsal auditory area, layer 6b"
                            right Primary auditory area
"                                right Primary auditory area, layer 1"
"                                right Primary auditory area, layer 2/3"
"                                right Primary auditory area, layer 4"
"                                right Primary auditory area, layer 5"
"                                right Primary auditory area, layer 6a"
"                                right Primary auditory area, layer 6b"
                            right Posterior auditory area
"                                right Posterior auditory area, layer 1"
"                                right Posterior auditory area, layer 2/3"
"                                right Posterior auditory area, layer 4"
"                                right Posterior auditory area, layer 5"
"                                right Posterior auditory area, layer 6a"
"                                right Posterior auditory area, layer 6b"
                            right Ventral auditory area
"                                right Ventral auditory area, layer 1"
"                                right Ventral auditory area, layer 2/3"
"                                right Ventral auditory area, layer 4"
"                                right Ventral auditory area, layer 5"
"                                right Ventral auditory area, layer 6a"
"                                right Ventral auditory area, layer 6b"
                        right Visual areas
                            right Anterolateral visual area
"                                right Anterolateral visual area, layer 1"
"                                right Anterolateral visual area, layer 2/3"
"                                right Anterolateral visual area, layer 4"
"                                right Anterolateral visual area, layer 5"
"                                right Anterolateral visual area, layer 6a"
"                                right Anterolateral visual area, layer 6b"
                            right Anteromedial visual area
"                                right Anteromedial visual area, layer 1"
"                                right Anteromedial visual area, layer 2/3"
"                                right Anteromedial visual area, layer 4"
"                                right Anteromedial visual area, layer 5"
"                                right Anteromedial visual area, layer 6a"
"                                right Anteromedial visual area, layer 6b"
                            right Lateral visual area
"                                right Lateral visual area, layer 1"
"                                right Lateral visual area, layer 2/3"
"                                right Lateral visual area, layer 4"
"                                right Lateral visual area, layer 5"
"                                right Lateral visual area, layer 6a"
"                                right Lateral visual area, layer 6b"
                            right Primary visual area
"                                right Primary visual area, layer 1"
"                                right Primary visual area, layer 2/3"
"                                right Primary visual area, layer 4"
"                                right Primary visual area, layer 5"
"                                right Primary visual area, layer 6a"
"                                right Primary visual area, layer 6b"
                            right Posterolateral visual area
"                                right Posterolateral visual area, layer 1"
"                                right Posterolateral visual area, layer 2/3"
"                                right Posterolateral visual area, layer 4"
"                                right Posterolateral visual area, layer 5"
"                                right Posterolateral visual area, layer 6a"
"                                right Posterolateral visual area, layer 6b"
                            right posteromedial visual area
"                                right posteromedial visual area, layer 1"
"                                right posteromedial visual area, layer 2/3"
"                                right posteromedial visual area, layer 4"
"                                right posteromedial visual area, layer 5"
"                                right posteromedial visual area, layer 6a"
"                                right posteromedial visual area, layer 6b"
                            right Laterointermediate area
"                                right Laterointermediate area, layer 1"
"                                right Laterointermediate area, layer 2/3"
"                                right Laterointermediate area, layer 4"
"                                right Laterointermediate area, layer 5"
"                                right Laterointermediate area, layer 6a"
"                                right Laterointermediate area, layer 6b"
                            right Postrhinal area
"                                right Postrhinal area, layer 1"
"                                right Postrhinal area, layer 2/3"
"                                right Postrhinal area, layer 4"
"                                right Postrhinal area, layer 5"
"                                right Postrhinal area, layer 6a"
"                                right Postrhinal area, layer 6b"
                        right Anterior cingulate area
"                            right Anterior cingulate area, dorsal part"
"                                right Anterior cingulate area, dorsal part, layer 1"
"                                right Anterior cingulate area, dorsal part, layer 2/3"
"                                right Anterior cingulate area, dorsal part, layer 5"
"                                right Anterior cingulate area, dorsal part, layer 6a"
"                                right Anterior cingulate area, dorsal part, layer 6b"
"                            right Anterior cingulate area, ventral part"
"                                right Anterior cingulate area, ventral part, layer 1"
"                                right Anterior cingulate area, ventral part, layer 2/3"
"                                right Anterior cingulate area, ventral part, layer 5"
"                                right Anterior cingulate area, ventral part, 6a"
"                                right Anterior cingulate area, ventral part, 6b"
                        right Prelimbic area
"                            right Prelimbic area, layer 1"
"                            right Prelimbic area, layer 2/3"
"                            right Prelimbic area, layer 5"
"                            right Prelimbic area, layer 6a"
"                            right Prelimbic area, layer 6b"
                        right Infralimbic area
"                            right Infralimbic area, layer 1"
"                            right Infralimbic area, layer 2/3"
"                            right Infralimbic area, layer 5"
"                            right Infralimbic area, layer 6a"
"                            right Infralimbic area, layer 6b"
                        right Orbital area
"                            right Orbital area, lateral part"
"                                right Orbital area, lateral part, layer 1"
"                                right Orbital area, lateral part, layer 2/3"
"                                right Orbital area, lateral part, layer 5"
"                                right Orbital area, lateral part, layer 6a"
"                                right Orbital area, lateral part, layer 6b"
"                            right Orbital area, medial part"
"                                right Orbital area, medial part, layer 1"
"                                right Orbital area, medial part, layer 2/3"
"                                right Orbital area, medial part, layer 5"
"                                right Orbital area, medial part, layer 6a"
"                                right Orbital area, medial part, layer 6b"
"                            right Orbital area, ventrolateral part"
"                                right Orbital area, ventrolateral part, layer 1"
"                                right Orbital area, ventrolateral part, layer 2/3"
"                                right Orbital area, ventrolateral part, layer 5"
"                                right Orbital area, ventrolateral part, layer 6a"
"                                right Orbital area, ventrolateral part, layer 6b"
                        right Agranular insular area
"                            right Agranular insular area, dorsal part"
"                                right Agranular insular area, dorsal part, layer 1"
"                                right Agranular insular area, dorsal part, layer 2/3"
"                                right Agranular insular area, dorsal part, layer 5"
"                                right Agranular insular area, dorsal part, layer 6a"
"                                right Agranular insular area, dorsal part, layer 6b"
"                            right Agranular insular area, posterior part"
"                                right Agranular insular area, posterior part, layer 1"
"                                right Agranular insular area, posterior part, layer 2/3"
"                                right Agranular insular area, posterior part, layer 5"
"                                right Agranular insular area, posterior part, layer 6a"
"                                right Agranular insular area, posterior part, layer 6b"
"                            right Agranular insular area, ventral part"
"                                right Agranular insular area, ventral part, layer 1"
"                                right Agranular insular area, ventral part, layer 2/3"
"                                right Agranular insular area, ventral part, layer 5"
"                                right Agranular insular area, ventral part, layer 6a"
"                                right Agranular insular area, ventral part, layer 6b"
                        right Retrosplenial area
"                            right Retrosplenial area, lateral agranular part"
"                                right Retrosplenial area, lateral agranular part, layer 1"
"                                right Retrosplenial area, lateral agranular part, layer 2/3"
"                                right Retrosplenial area, lateral agranular part, layer 5"
"                                right Retrosplenial area, lateral agranular part, layer 6a"
"                                right Retrosplenial area, lateral agranular part, layer 6b"
"                            right Retrosplenial area, dorsal part"
"                                right Retrosplenial area, dorsal part, layer 1"
"                                right Retrosplenial area, dorsal part, layer 2/3"
"                                right Retrosplenial area, dorsal part, layer 5"
"                                right Retrosplenial area, dorsal part, layer 6a"
"                                right Retrosplenial area, dorsal part, layer 6b"
"                            right Retrosplenial area, ventral part"
"                                right Retrosplenial area, ventral part, layer 1"
"                                right Retrosplenial area, ventral part, layer 2/3"
"                                right Retrosplenial area, ventral part, layer 5"
"                                right Retrosplenial area, ventral part, layer 6a"
"                                right Retrosplenial area, ventral part, layer 6b"
                        right Posterior parietal association areas
                            right Anterior area
"                                right Anterior area, layer 1"
"                                right Anterior area, layer 2/3"
"                                right Anterior area, layer 4"
"                                right Anterior area, layer 5"
"                                right Anterior area, layer 6a"
"                                right Anterior area, layer 6b"
                            right Rostrolateral visual area
"                                right Rostrolateral area, layer 1"
"                                right Rostrolateral area, layer 2/3"
"                                right Rostrolateral area, layer 4"
"                                right Rostrolateral area, layer 5"
"                                right Rostrolateral area, layer 6a"
"                                right Rostrolateral area, layer 6b"
                        right Temporal association areas
"                            right Temporal association areas, layer 1"
"                            right Temporal association areas, layer 2/3"
"                            right Temporal association areas, layer 4"
"                            right Temporal association areas, layer 5"
"                            right Temporal association areas, layer 6a"
"                            right Temporal association areas, layer 6b"
                        right Perirhinal area
"                            right Perirhinal area, layer 1"
"                            right Perirhinal area, layer 2/3"
"                            right Perirhinal area, layer 5"
"                            right Perirhinal area, layer 6a"
"                            right Perirhinal area, layer 6b"
                        right Ectorhinal area
                            right Ectorhinal area/Layer 1
                            right Ectorhinal area/Layer 2/3
                            right Ectorhinal area/Layer 5
                            right Ectorhinal area/Layer 6a
                            right Ectorhinal area/Layer 6b
                    right Olfactory areas
                        right Main olfactory bulb
                        right Accessory olfactory bulb
"                            right Accessory olfactory bulb, glomerular layer"
"                            right Accessory olfactory bulb, granular layer"
"                            right Accessory olfactory bulb, mitral layer"
                        right Anterior olfactory nucleus
                        right Taenia tecta
"                            right Taenia tecta, dorsal part"
"                            right Taenia tecta, ventral part"
                        right Dorsal peduncular area
                        right Piriform area
                        right Nucleus of the lateral olfactory tract
"                            right Nucleus of the lateral olfactory tract, molecular layer"
"                            right Nucleus of the lateral olfactory tract, pyramidal layer"
"                            right Nucleus of the lateral olfactory tract, layer 3"
                        right Cortical amygdalar area
"                            right Cortical amygdalar area, anterior part"
"                            right Cortical amygdalar area, posterior part"
"                                right Cortical amygdalar area, posterior part, lateral zone"
"                                right Cortical amygdalar area, posterior part, medial zone"
                        right Piriform-amygdalar area
                        right Postpiriform transition area
                    right Hippocampal formation
                        right Hippocampal region
                            right Ammon's horn
                                right Field CA1
                                right Field CA2
                                right Field CA3
                            right Dentate gyrus
"                                right Dentate gyrus, molecular layer"
"                                right Dentate gyrus, polymorph layer"
"                                right Dentate gyrus, granule cell layer"
                            right Fasciola cinerea
                            right Induseum griseum
                        right Retrohippocampal region
                            right Entorhinal area
"                                right Entorhinal area, lateral part"
"                                    right Entorhinal area, lateral part, layer 1"
"                                    right Entorhinal area, lateral part, layer 2"
"                                    right Entorhinal area, lateral part, layer 3"
"                                    right Entorhinal area, lateral part, layer 5"
"                                    right Entorhinal area, lateral part, layer 6a"
"                                right Entorhinal area, medial part, dorsal zone"
"                                    right Entorhinal area, medial part, dorsal zone, layer 1"
"                                    right Entorhinal area, medial part, dorsal zone, layer 2"
"                                    right Entorhinal area, medial part, dorsal zone, layer 3"
"                                    right Entorhinal area, medial part, dorsal zone, layer 5"
"                                    right Entorhinal area, medial part, dorsal zone, layer 6"
                            right Parasubiculum
                            right Postsubiculum
                            right Presubiculum
                            right Subiculum
                            right Prosubiculum
                            right Hippocampo-amygdalar transition area
                            right Area prostriata
                right Cortical subplate
                    right Claustrum
                    right Endopiriform nucleus
"                        right Endopiriform nucleus, dorsal part"
"                        right Endopiriform nucleus, ventral part"
                    right Lateral amygdalar nucleus
                    right Basolateral amygdalar nucleus
"                        right Basolateral amygdalar nucleus, anterior part"
"                        right Basolateral amygdalar nucleus, posterior part"
"                        right Basolateral amygdalar nucleus, ventral part"
                    right Basomedial amygdalar nucleus
"                        right Basomedial amygdalar nucleus, anterior part"
"                        right Basomedial amygdalar nucleus, posterior part"
                    right Posterior amygdalar nucleus
            right Cerebral nuclei
                right Striatum
                    right Striatum dorsal region
                        right Caudoputamen
                    right Striatum ventral region
                        right Nucleus accumbens
                        right Fundus of striatum
                        right Olfactory tubercle
                    right Lateral septal complex
                        right Lateral septal nucleus
"                            right Lateral septal nucleus, caudal (caudodorsal) part"
"                            right Lateral septal nucleus, rostral (rostroventral) part"
"                            right Lateral septal nucleus, ventral part"
                        right Septofimbrial nucleus
                        right Septohippocampal nucleus
                    right Striatum-like amygdalar nuclei
                        right Anterior amygdalar area
                        right Bed nucleus of the accessory olfactory tract
                        right Central amygdalar nucleus
"                            right Central amygdalar nucleus, capsular part"
"                            right Central amygdalar nucleus, lateral part"
"                            right Central amygdalar nucleus, medial part"
                        right Intercalated amygdalar nucleus
                        right Medial amygdalar nucleus
                right Pallidum
"                    right Pallidum, dorsal region"
"                        right Globus pallidus, external segment"
"                        right Globus pallidus, internal segment"
"                    right Pallidum, ventral region"
                        right Substantia innominata
                        right Magnocellular nucleus
"                    right Pallidum, medial region"
                        right Medial septal complex
                            right Medial septal nucleus
                            right Diagonal band nucleus
                        right Triangular nucleus of septum
"                    right Pallidum, caudal region"
                        right Bed nuclei of the stria terminalis
                        right Bed nucleus of the anterior commissure
        right Brain stem
            right Interbrain
                right Thalamus
"                    right Thalamus, sensory-motor cortex related"
                        right Ventral group of the dorsal thalamus
                            right Ventral anterior-lateral complex of the thalamus
                            right Ventral medial nucleus of the thalamus
                            right Ventral posterior complex of the thalamus
                                right Ventral posterolateral nucleus of the thalamus
"                                right Ventral posterolateral nucleus of the thalamus, parvicellular part"
                                right Ventral posteromedial nucleus of the thalamus
"                                right Ventral posteromedial nucleus of the thalamus, parvicellular part"
                            right Posterior triangular thalamic nucleus
                        right Subparafascicular nucleus
"                            right Subparafascicular nucleus, magnocellular part"
"                            right Subparafascicular nucleus, parvicellular part"
                        right Subparafascicular area
                        right Peripeduncular nucleus
"                        right Geniculate group, dorsal thalamus"
                            right Medial geniculate complex
"                                right Medial geniculate complex, dorsal part"
"                                right Medial geniculate complex, ventral part"
"                                right Medial geniculate complex, medial part"
                            right Dorsal part of the lateral geniculate complex
"                                right Dorsal part of the lateral geniculate complex, shell"
"                                right Dorsal part of the lateral geniculate complex, core"
"                                right Dorsal part of the lateral geniculate complex, ipsilateral zone"
"                    right Thalamus, polymodal association cortex related"
                        right Lateral group of the dorsal thalamus
                            right Lateral posterior nucleus of the thalamus
                            right Posterior complex of the thalamus
                            right Posterior limiting nucleus of the thalamus
                            right Suprageniculate nucleus
                            right Ethmoid nucleus of the thalamus
                        right Anterior group of the dorsal thalamus
                            right Anteroventral nucleus of thalamus
                            right Anteromedial nucleus
"                                right Anteromedial nucleus, dorsal part"
"                                right Anteromedial nucleus, ventral part"
                            right Anterodorsal nucleus
                            right Interanteromedial nucleus of the thalamus
                            right Interanterodorsal nucleus of the thalamus
                            right Lateral dorsal nucleus of thalamus
                        right Medial group of the dorsal thalamus
                            right Intermediodorsal nucleus of the thalamus
                            right Mediodorsal nucleus of thalamus
                            right Submedial nucleus of the thalamus
                            right Perireunensis nucleus
                        right Midline group of the dorsal thalamus
                            right Paraventricular nucleus of the thalamus
                            right Parataenial nucleus
                            right Nucleus of reuniens
                            right Xiphoid thalamic nucleus
                        right Intralaminar nuclei of the dorsal thalamus
                            right Rhomboid nucleus
                            right Central medial nucleus of the thalamus
                            right Paracentral nucleus
                            right Central lateral nucleus of the thalamus
                            right Parafascicular nucleus
                            right Posterior intralaminar thalamic nucleus
                        right Reticular nucleus of the thalamus
"                        right Geniculate group, ventral thalamus"
                            right Intergeniculate leaflet of the lateral geniculate complex
                            right Intermediate geniculate nucleus
                            right Ventral part of the lateral geniculate complex
                            right Subgeniculate nucleus
                        right Epithalamus
                            right Medial habenula
                            right Lateral habenula
                right Hypothalamus
                    right Periventricular zone
                        right Supraoptic nucleus
                        right Accessory supraoptic group
                        right Paraventricular hypothalamic nucleus
"                        right Periventricular hypothalamic nucleus, anterior part"
"                        right Periventricular hypothalamic nucleus, intermediate part"
                        right Arcuate hypothalamic nucleus
                    right Periventricular region
                        right Anterodorsal preoptic nucleus
                        right Anteroventral preoptic nucleus
                        right Anteroventral periventricular nucleus
                        right Dorsomedial nucleus of the hypothalamus
                        right Median preoptic nucleus
                        right Medial preoptic area
                        right Vascular organ of the lamina terminalis
                        right Posterodorsal preoptic nucleus
                        right Parastrial nucleus
"                        right Periventricular hypothalamic nucleus, posterior part"
"                        right Periventricular hypothalamic nucleus, preoptic part"
                        right Subparaventricular zone
                        right Suprachiasmatic nucleus
                        right Subfornical organ
                        right Ventromedial preoptic nucleus
                        right Ventrolateral preoptic nucleus
                    right Hypothalamic medial zone
                        right Anterior hypothalamic nucleus
                        right Mammillary body
                            right Lateral mammillary nucleus
                            right Medial mammillary nucleus
"                                right Medial mammillary nucleus, median part"
"                                right Medial mammillary nucleus, lateral part"
"                                right Medial mammillary nucleus, medial part"
"                                right Medial mammillary nucleus, posterior part"
"                                right Medial mammillary nucleus, dorsal part"
                            right Supramammillary nucleus
                            right Tuberomammillary nucleus
"                                right Tuberomammillary nucleus, dorsal part"
"                                right Tuberomammillary nucleus, ventral part"
                        right Medial preoptic nucleus
                        right Dorsal premammillary nucleus
                        right Ventral premammillary nucleus
"                        right Paraventricular hypothalamic nucleus, descending division"
                        right Ventromedial hypothalamic nucleus
                        right Posterior hypothalamic nucleus
                    right Hypothalamic lateral zone
                        right Lateral hypothalamic area
                        right Lateral preoptic area
                        right Preparasubthalamic nucleus
                        right Parasubthalamic nucleus
                        right Perifornical nucleus
                        right Retrochiasmatic area
                        right Subthalamic nucleus
                        right Tuberal nucleus
                        right Zona incerta
                            right Fields of Forel
                    right Median eminence
            right Midbrain
"                right Midbrain, sensory related"
"                    right Superior colliculus, sensory related"
"                        right Superior colliculus, optic layer"
"                        right Superior colliculus, superficial gray layer"
"                        right Superior colliculus, zonal layer"
                    right Inferior colliculus
"                        right Inferior colliculus, central nucleus"
"                        right Inferior colliculus, dorsal nucleus"
"                        right Inferior colliculus, external nucleus"
                    right Nucleus of the brachium of the inferior colliculus
                    right Nucleus sagulum
                    right Parabigeminal nucleus
                    right Midbrain trigeminal nucleus
                    right Subcommissural organ
"                right Midbrain, motor related"
"                    right Substantia nigra, reticular part"
                    right Ventral tegmental area
                    right Paranigral nucleus
"                    right Midbrain reticular nucleus, retrorubral area"
                    right Midbrain reticular nucleus
"                    right Superior colliculus, motor related"
"                        right Superior colliculus, motor related, deep gray layer"
"                        right Superior colliculus, motor related, deep white layer"
"                        right Superior colliculus, motor related, intermediate white layer"
"                        right Superior colliculus, motor related, intermediate gray layer"
                    right Periaqueductal gray
                        right Precommissural nucleus
                        right Interstitial nucleus of Cajal
                        right Nucleus of Darkschewitsch
                        right Supraoculomotor periaqueductal gray
                    right Pretectal region
                        right Anterior pretectal nucleus
                        right Medial pretectal area
                        right Nucleus of the optic tract
                        right Nucleus of the posterior commissure
                        right Olivary pretectal nucleus
                        right Posterior pretectal nucleus
                        right Retroparafascicular nucleus
                    right Cuneiform nucleus
                    right Red nucleus
                    right Oculomotor nucleus
                    right Medial accesory oculomotor nucleus
                    right Edinger-Westphal nucleus
                    right Trochlear nucleus
                    right Paratrochlear nucleus
                    right Ventral tegmental nucleus
                    right Anterior tegmental nucleus
                    right Lateral terminal nucleus of the accessory optic tract
                    right Dorsal terminal nucleus of the accessory optic tract
                    right Medial terminal nucleus of the accessory optic tract
"                right Midbrain, behavioral state related"
"                    right Substantia nigra, compact part"
                    right Pedunculopontine nucleus
                    right Midbrain raphe nuclei
                        right Interfascicular nucleus raphe
                        right Interpeduncular nucleus
"                            right Interpeduncular nucleus, rostral"
"                            right Interpeduncular nucleus, caudal"
"                            right Interpeduncular nucleus, apical"
"                            right Interpeduncular nucleus, lateral"
"                            right Interpeduncular nucleus, intermediate"
"                            right Interpeduncular nucleus, dorsomedial"
"                            right Interpeduncular nucleus, dorsolateral"
"                            right Interpeduncular nucleus, rostrolateral"
                        right Rostral linear nucleus raphe
                        right Central linear nucleus raphe
                        right Dorsal nucleus raphe
            right Hindbrain
                right Pons
"                    right Pons, sensory related"
                        right Nucleus of the lateral lemniscus
                        right Principal sensory nucleus of the trigeminal
                        right Parabrachial nucleus
                            right Koelliker-Fuse subnucleus
                        right Superior olivary complex
"                            right Superior olivary complex, periolivary region"
"                            right Superior olivary complex, medial part"
"                            right Superior olivary complex, lateral part"
"                    right Pons, motor related"
                        right Barrington's nucleus
                        right Dorsal tegmental nucleus
                        right Posterodorsal tegmental nucleus
                        right Pontine central gray
                        right Pontine gray
"                        right Pontine reticular nucleus, caudal part"
                        right Supragenual nucleus
                        right Supratrigeminal nucleus
                        right Tegmental reticular nucleus
                        right Motor nucleus of trigeminal
                        right Peritrigeminal zone
                        right Accessory trigeminal nucleus
                        right Parvicellular motor 5 nucleus
                        right Intertrigeminal nucleus
"                    right Pons, behavioral state related"
                        right Superior central nucleus raphe
                        right Locus ceruleus
                        right Laterodorsal tegmental nucleus
                        right Nucleus incertus
                        right Pontine reticular nucleus
                        right Nucleus raphe pontis
                        right Subceruleus nucleus
                        right Sublaterodorsal nucleus
                right Medulla
"                    right Medulla, sensory related"
                        right Area postrema
                        right Cochlear nuclei
                            right Dorsal cochlear nucleus
                            right Ventral cochlear nucleus
                        right Dorsal column nuclei
                            right Cuneate nucleus
                            right Gracile nucleus
                        right External cuneate nucleus
                        right Nucleus of the trapezoid body
                        right Nucleus of the solitary tract
"                        right Spinal nucleus of the trigeminal, caudal part"
"                        right Spinal nucleus of the trigeminal, interpolar part"
"                        right Spinal nucleus of the trigeminal, oral part"
                        right Paratrigeminal nucleus
"                    right Medulla, motor related"
                        right Abducens nucleus
                        right Facial motor nucleus
                        right Accessory facial motor nucleus
                        right Nucleus ambiguus
"                            right Nucleus ambiguus, dorsal division"
"                            right Nucleus ambiguus, ventral division"
                        right Dorsal motor nucleus of the vagus nerve
                        right Gigantocellular reticular nucleus
                        right Infracerebellar nucleus
                        right Inferior olivary complex
                        right Intermediate reticular nucleus
                        right Inferior salivatory nucleus
                        right Linear nucleus of the medulla
                        right Lateral reticular nucleus
"                            right Lateral reticular nucleus, magnocellular part"
"                            right Lateral reticular nucleus, parvicellular part"
                        right Magnocellular reticular nucleus
                        right Medullary reticular nucleus
"                            right Medullary reticular nucleus, dorsal part"
"                            right Medullary reticular nucleus, ventral part"
                        right Parvicellular reticular nucleus
                        right Parasolitary nucleus
                        right Paragigantocellular reticular nucleus
"                            right Paragigantocellular reticular nucleus, dorsal part"
"                            right Paragigantocellular reticular nucleus, lateral part"
                        right Perihypoglossal nuclei
                            right Nucleus of Roller
                            right Nucleus prepositus
                        right Parapyramidal nucleus
                        right Vestibular nuclei
                            right Lateral vestibular nucleus
                            right Medial vestibular nucleus
                            right Spinal vestibular nucleus
                            right Superior vestibular nucleus
                        right Nucleus x
                        right Hypoglossal nucleus
                        right Nucleus y
"                    right Medulla, behavioral state related"
                        right Nucleus raphe magnus
                        right Nucleus raphe pallidus
                        right Nucleus raphe obscurus
        right Cerebellum
            right Cerebellar cortex
                right Vermal regions
                    right Lingula (I)
                    right Central lobule
                        right Lobule II
                        right Lobule III
                    right Culmen
                        right Lobules IV-V
                    right Declive (VI)
                    right Folium-tuber vermis (VII)
                    right Pyramus (VIII)
                    right Uvula (IX)
                    right Nodulus (X)
                right Hemispheric regions
                    right Simple lobule
                    right Ansiform lobule
                        right Crus 1
                        right Crus 2
                    right Paramedian lobule
                    right Copula pyramidis
                    right Paraflocculus
                    right Flocculus
            right Cerebellar nuclei
                right Fastigial nucleus
                right Interposed nucleus
                right Dentate nucleus
                right Vestibulocerebellar nucleus
